JD,mag,err
374.868,11.867,0.004
374.869,11.867,0.004
374.87,11.87,0.004
374.986,11.865,0.006
374.988,11.877,0.006
374.989,11.866,0.006
374.99,11.873,0.006
374.991,11.865,0.006
375.196,11.834,0.036
375.21,11.833,0.001
375.223,11.825,0.002
375.227,11.859,0.003
375.236,11.805,0.003
375.25,11.801,0.003
375.881,11.874,0.004
375.882,11.875,0.004
375.883,11.859,0.004
375.884,11.868,0.004
376.018,11.859,0.006
376.02,11.87,0.006
376.021,11.86,0.006
376.022,11.861,0.006
376.023,11.869,0.006
376.208,11.844,0.001
376.221,11.819,0.025
376.235,11.831,0.002
376.248,11.833,0.002
376.263,11.842,0.02
376.275,11.819,0.002
376.288,11.811,0.003
376.301,11.808,0.003
376.315,11.815,0.003
376.328,11.806,0.003
376.335,11.882,0.005
376.34,11.879,0.007
376.356,11.852,0.02
376.395,11.869,0.004
376.4,11.869,0.004
376.867,11.863,0.004
376.868,11.8645,0.004
376.869,11.867,0.004
376.87,11.875,0.004
376.997,11.848,0.006
376.998,11.851,0.006
376.999,11.848,0.006
377,11.849,0.006
377.172,11.868,0.004
377.236,11.872,0.011
378.196,11.803,0.03
378.284,11.853,0.01
378.287,11.852,0.01
379.253,11.828,0.014
379.302,11.848,0.01
379.305,11.853,0.01
380.193,11.799,0.017
380.273,11.834,0.02
380.367,11.819,0.02
381.205,11.794,0.027
381.273,11.837,0.02
381.313,11.849,0.01
381.315,11.851,0.01
381.367,11.943,0.02
382.273,11.852,0.02
382.367,11.877,0.02
383.266,11.813,0.02
383.36,11.812,0.02
383.916,11.874,0.005
383.917,11.8655,0.005
383.918,11.863,0.005
383.919,11.858,0.005
384.185,11.788,0.034
384.266,11.855,0.02
384.359,11.859,0.02
384.938,11.861,0.005
384.939,11.864,0.005
384.94,11.857,0.005
384.941,11.856,0.005
385.175,11.846,0.002
385.183,11.781,0.023
385.187,11.837,0.002
385.199,11.835,0.002
385.211,11.829,0.002
385.218,11.86,0.003
385.223,11.827,0.002
385.235,11.822,0.003
385.247,11.83,0.003
385.259,11.827,0.003
385.271,11.824,0.003
385.283,11.83,0.003
385.295,11.827,0.003
385.307,11.825,0.003
385.319,11.835,0.003
385.331,11.832,0.003
386.24,11.871,0.004
387.236,11.868,0.008
387.913,11.84766667,0.005
387.914,11.838,0.005
388.265,11.767,0.017
389.176,11.768,0.044
389.232,11.864,0.007
390.18,11.775,0.011
390.287,11.871,0.02
390.366,11.861,0.02
391.194,11.772,0.009
391.931,11.851,0.006
391.932,11.856,0.006
391.933,11.851,0.006
391.934,11.837,0.006
391.957,11.84,0.006
391.958,11.857,0.006
392.277,11.817,0.02
392.371,11.852,0.02
392.92,11.857,0.007
392.921,11.8565,0.00675
393.223,11.881,0.006
393.276,11.804,0.02
393.37,11.85,0.02
394.258,11.86,0.007
395.257,11.88,0.005
395.281,11.9,0.127
395.29,11.863,0.128
395.952,11.8518,0.0062
396.286,11.829,0.02
396.379,11.843,0.005
396.385,11.86,0.005
397.287,11.824,0.02
397.863,11.86,0.015
397.927,11.857,0.007
397.928,11.8485,0.0065
398.212,11.86,0.005
398.975,11.853,0.041
399.939,11.85475,0.0055
399.94,11.859,0.006
399.947,11.8395,0.029
399.948,11.844,0.029
399.949,11.858,0.029
399.95,11.8515,0.029
399.951,11.8415,0.029
399.952,11.849,0.029
399.953,11.8545,0.029
399.954,11.857,0.029
399.955,11.849,0.029
399.956,11.838,0.029
399.957,11.8455,0.029
399.958,11.84566667,0.029
399.959,11.845,0.029
399.96,11.842,0.029
399.961,11.85,0.029
399.962,11.8495,0.029
399.963,11.8535,0.029
399.964,11.8575,0.029
399.965,11.8495,0.029
399.966,11.8425,0.029
399.967,11.853,0.029
399.968,11.8485,0.029
399.969,11.85,0.029
399.97,11.8445,0.029
399.971,11.852,0.029
399.972,11.851,0.029
399.973,11.8445,0.029
399.974,11.85,0.029
399.975,11.847,0.029
399.976,11.8495,0.029
399.977,11.8395,0.029
399.978,11.848,0.029
399.979,11.8525,0.029
399.98,11.85,0.029
399.981,11.8485,0.029
399.982,11.849,0.029
399.983,11.8405,0.029
399.984,11.843,0.029
399.985,11.85,0.029
399.986,11.84166667,0.029
399.987,11.8445,0.029
399.988,11.8405,0.029
399.989,11.854,0.029
399.99,11.843,0.029
399.991,11.8485,0.029
399.992,11.8435,0.029
399.993,11.858,0.029
400.224,11.874,0.006
400.226,11.857,0.005
400.235,11.884,0.008
400.24,11.863,0.005
400.241,11.845,0.005
400.242,11.856,0.005
400.244,11.853,0.005
400.245,11.855,0.005
400.247,11.851,0.005
400.248,11.854,0.005
400.271,11.858,0.005
400.273,11.849,0.005
400.279,11.849,0.005
400.28,11.855,0.005
400.282,11.855,0.005
400.283,11.855,0.005
400.284,11.851,0.005
400.287,11.864,0.005
400.288,11.844,0.005
400.289,11.853,0.005
400.291,11.85,0.005
400.292,11.857,0.005
400.293,11.853,0.005
400.311,11.857,0.005
400.312,11.849,0.005
400.313,11.85,0.005
400.314,11.852,0.005
400.316,11.861,0.005
400.317,11.852,0.005
400.318,11.849,0.005
400.32,11.85,0.005
400.321,11.848,0.005
400.322,11.848,0.005
400.337,11.86,0.005
400.338,11.857,0.005
400.34,11.856,0.005
400.341,11.857,0.005
400.342,11.85,0.005
400.344,11.852,0.005
400.345,11.852,0.005
400.346,11.85,0.005
400.348,11.857,0.005
400.349,11.856,0.005
400.368,11.859,0.005
400.373,11.864,0.005
401.179,11.862,0.002
401.191,11.852,0.002
401.196,11.778,0.011
401.203,11.851,0.002
401.215,11.855,0.003
401.227,11.85,0.003
401.239,11.853,0.003
401.251,11.857,0.003
401.262,11.857,0.003
401.274,11.847,0.004
401.286,11.842,0.004
401.298,11.854,0.004
402.161,11.828,0.002
402.173,11.8045,0.0035
402.185,11.828,0.002
402.197,11.825,0.002
402.209,11.827,0.002
402.221,11.834,0.002
402.233,11.838,0.002
402.245,11.833,0.002
402.257,11.83,0.002
402.269,11.832,0.002
402.281,11.826,0.002
402.293,11.833,0.002
402.305,11.842,0.002
402.317,11.843,0.002
402.329,11.839,0.002
403.183,11.773,0.032
403.279,11.839,0.02
404.164,11.769,0.015
404.165,11.8395,0.001
404.168,11.842,0.001
404.172,11.845,0.001
404.175,11.84,0.001
404.177,11.827,0.001
404.179,11.846,0.001
404.182,11.846,0.001
404.189,11.829,0.001
404.201,11.823,0.001
404.213,11.832,0.001
404.225,11.83,0.001
404.237,11.828,0.001
404.249,11.825,0.001
404.261,11.823,0.001
404.273,11.821,0.001
404.285,11.83,0.002
404.293,11.879,0.005
404.294,11.89,0.005
404.297,11.83,0.001
404.309,11.825,0.002
404.317,11.817,0.02
404.321,11.828,0.002
404.333,11.827,0.002
404.345,11.84,0.002
404.356,11.828,0.002
405.215,11.83,0.01
405.218,11.824,0.01
405.938,11.815,0.057
405.941,11.832,0.066
406.283,11.837,0.02
407.162,11.776,0.027
407.227,11.855,0.009
407.354,11.874,0.004
407.355,11.891,0.004
408.142,11.837,0.01
408.144,11.842,0.01
408.181,11.786,0.024
408.892,11.854,0.0065
409.244,11.793,0.021
409.269,11.857,0.01
409.272,11.851,0.01
410.147,11.865,0.01
410.15,11.854,0.01
410.161,11.783,0.006
410.287,11.867,0.02
411.18,11.796,0.008
411.276,11.851,0.02
411.34,11.842,0.005
411.345,11.842,0.005
412.245,11.784,0.044
412.262,11.858,0.01
412.265,11.854,0.01
412.295,11.833,0.02
412.953,11.821,0.041
412.959,11.816,0.046
413.187,11.853,0.006
414.16,11.787,0.019
414.195,11.845,0.009
415.236,11.774,0.059
415.279,11.829,0.02
416.212,11.856,0.008
416.285,11.832,0.02
417.156,11.781,0.11
417.167,11.843,0.001
417.179,11.838,0.001
417.191,11.839,0.001
417.203,11.839,0.001
417.215,11.839,0.001
417.227,11.839,0.001
417.239,11.847,0.001
417.251,11.837,0.001
417.263,11.835,0.001
417.275,11.838,0.001
417.276,11.829,0.02
417.287,11.84,0.001
417.299,11.844,0.001
417.311,11.834,0.001
417.323,11.841,0.001
418.155,11.772,0.007
418.271,11.821,0.02
419.177,11.773,0.014
419.879,11.843,0.009
419.88,11.849,0.009
420.287,11.871,0.02
420.315,11.848,0.145
421.194,11.838,0.007
421.195,11.839,0.007
421.196,11.849,0.006
421.197,11.845,0.006
421.198,11.8405,0.006
421.2,11.843,0.005
421.201,11.837,0.005
421.202,11.841,0.005
421.203,11.8375,0.005
421.204,11.841,0.005
421.205,11.841,0.005
421.206,11.837,0.005
421.207,11.846,0.005
421.208,11.843,0.005
421.225,11.845,0.005
421.226,11.84,0.005
421.227,11.84,0.005
421.228,11.836,0.005
421.229,11.838,0.005
421.231,11.836,0.005
421.232,11.838,0.005
421.233,11.844,0.005
421.234,11.843,0.005
421.238,11.846,0.005
421.239,11.843,0.005
421.24,11.835,0.005
421.241,11.839,0.005
421.242,11.843,0.005
421.243,11.841,0.005
421.296,11.808,0.02
422.276,11.843,0.02
422.886,11.8335,0.007
424.163,11.851,0.002
424.175,11.845,0.002
424.187,11.843,0.002
424.199,11.849,0.002
424.211,11.854,0.002
424.223,11.843,0.002
424.234,11.846,0.002
424.246,11.844,0.002
424.258,11.856,0.002
424.27,11.859,0.002
424.282,11.855,0.002
424.294,11.85,0.002
424.306,11.849,0.003
424.318,11.86,0.003
424.33,11.861,0.003
425.93,11.863,0.007
426.208,11.874,0.012
426.883,11.8625,0.007
427.18,11.8,0.016
427.272,11.85,0.02
427.878,11.8575,0.0085
428.188,11.854,0.016
428.272,11.859,0.02
429.27,11.8,0.02
430.157,11.852,0.01
430.16,11.855,0.01
430.891,11.849,0.0065
431.36,11.8795,0.008
432.334,11.877,0.004
432.335,11.872,0.004
432.884,11.833,0.016
433.229,11.861,0.006
433.876,11.867,0.008
433.877,11.873,0.008
433.878,11.865,0.008
433.981,11.875,0.008
433.983,11.8792,0.01
433.984,11.875,0.013
433.986,11.8732,0.012
434.179,11.783,0.018
436.898,11.9,0.0155
437.264,11.885,0.02
437.863,11.836,0.004
437.864,11.841,0.004
437.865,11.845,0.004
437.866,11.832,0.004
439.172,11.861,0.01
439.175,11.856,0.01
440.151,11.777,0.025
441.151,11.797,0.012
441.16,11.849,0.01
441.163,11.866,0.01
441.878,11.859,0.025
441.879,11.821,0.026
442.158,11.795,0.013
442.886,11.742,0.015
442.887,11.726,0.014
443.166,11.791,0.025
446.158,11.774,0.036
447.152,11.78,0.013
450.139,11.761,0.015
453.894,11.83,0.007
454.893,11.856,0.008
454.894,11.849,0.008
455.138,11.776,0.011
460.161,11.77,0.148
460.898,11.872,0.01
460.899,11.855,0.01
461.103,11.853,0.01
461.105,11.847,0.01
462.987,11.8691,0.0093
462.988,11.8784,0.01
462.989,11.8679,0.009
462.991,11.8852,0.009
462.992,11.8695,0.009
463.9,11.8675,0.008
464.098,11.866,0.01
464.101,11.85,0.01
464.685,11.869,0.015
466.682,11.877,0.011
468.101,11.829,0.01
468.103,11.847,0.01
473.112,11.854,0.01
473.115,11.876,0.01
473.674,11.868,0.089
474.107,11.843,0.01
474.11,11.84,0.01
474.985,11.85,0.023
474.986,11.812,0.023
475.909,11.854,0.01
475.91,11.845,0.01
476.591,11.836,0.01
476.594,11.848,0.01
476.9,11.87,0.011
476.901,11.845,0.011
478.902,11.845,0.0095
478.911,11.8821,0.0078
478.912,11.8817,0.008
478.914,11.8681,0.008
478.915,11.8733,0.008
478.916,11.8733,0.008
484.906,11.8635,0.012
486.756,11.886,0.007
488.554,11.867,0.01
488.556,11.853,0.01
488.637,11.891,0.011
488.757,11.871,0.009
491.638,11.885,0.023
492.546,11.856,0.01
492.548,11.87,0.01
494.553,11.84,0.01
494.556,11.832,0.01
494.628,11.856,0.004
494.629,11.831,0.004
494.63,11.844,0.005
494.631,11.883,0.004
494.641,11.857,0.006
494.642,11.849,0.004
494.643,11.852,0.004
494.644,11.851,0.005
494.645,11.864,0.003
494.646,11.877,0.003
495.639,11.874,0.01
498.64,11.873,0.005
501.953,11.869,0.042
502.631,11.897,0.009
502.724,11.907,0.006
502.725,11.858,0.006
502.923,11.893,0.02
502.924,11.882,0.021
503.625,11.892,0.016
503.919,11.85,0.0215
504.624,11.891,0.006
504.744,11.876,0.005
504.745,11.888,0.005
506.626,11.884,0.028
507.623,11.882,0.005
508.621,11.898,0.012
512.6,11.874,0.022
512.646,11.879,0.03
515.673,11.868,0.004
515.674,11.8845,0.004
517.481,11.861,0.01
517.482,11.861,0.01
518.726,11.892,0.005
519.594,11.875,0.003
519.595,11.879,0.003
519.596,11.94,0.003
519.597,11.8535,0.003
519.598,11.865,0.003
519.599,11.88,0.003
519.6,11.886,0.003
519.601,11.862,0.003
519.602,11.857,0.003
519.603,11.861,0.003
519.604,11.867,0.003
519.605,11.8535,0.003
519.606,11.8725,0.003
519.607,11.866,0.003
519.608,11.8665,0.003
519.609,11.878,0.003
519.61,11.861,0.003
519.611,11.873,0.003
519.612,11.8685,0.003
519.613,11.867,0.003
519.614,11.874,0.003
519.615,11.8555,0.003
519.616,11.878,0.003
519.617,11.86,0.003
519.618,11.878,0.0035
519.619,11.8815,0.003
519.62,11.879,0.003
519.621,11.853,0.003
519.622,11.857,0.003
519.623,11.8665,0.003
519.624,11.87,0.003
519.625,11.878,0.003
519.626,11.8615,0.003
519.627,11.876,0.003
519.628,11.865,0.003
519.629,11.8845,0.003
519.63,11.8515,0.003
519.631,11.862,0.003
519.632,11.86,0.003
519.633,11.871,0.003
519.634,11.86,0.003
519.635,11.8625,0.003
519.636,11.8555,0.003
519.637,11.859,0.003
519.638,11.871,0.003
519.639,11.8715,0.003
519.64,11.861,0.003
519.641,11.86,0.003
519.642,11.8725,0.003
519.643,11.87,0.003
519.644,11.862,0.003
519.645,11.86,0.003
519.646,11.863,0.003
519.647,11.857,0.003
519.648,11.871,0.003
519.649,11.8625,0.003
519.65,11.863,0.003
519.651,11.8655,0.003
519.652,11.872,0.003
519.653,11.844,0.003
519.654,11.8635,0.003
519.655,11.859,0.003
519.656,11.874,0.003
519.657,11.864,0.003
519.658,11.8735,0.003
519.659,11.87,0.003
519.66,11.8645,0.003
519.661,11.8675,0.003
519.662,11.875,0.003
519.663,11.8715,0.003
519.664,11.8735,0.003
519.665,11.859,0.003
519.666,11.868,0.003
519.667,11.8575,0.003
519.668,11.865,0.003
519.669,11.867,0.003
519.67,11.864,0.003
519.671,11.8775,0.003
519.672,11.868,0.003
519.673,11.869,0.003
519.674,11.8575,0.003
519.675,11.8705,0.003
519.676,11.867,0.003
519.677,11.8605,0.003
519.678,11.871,0.003
519.679,11.8655,0.003
519.68,11.862,0.003
519.698,11.877,0.005
519.699,11.886,0.005
520.493,11.842,0.01
520.495,11.852,0.01
520.595,11.884,0.006
520.647,11.885,0.013
520.66,11.8985,0.0075
521.595,11.879,0.007
521.596,11.8645,0.0065
521.597,11.8585,0.0075
521.598,11.875,0.008
521.599,11.8525,0.007
521.6,11.874,0.007
521.601,11.869,0.007
521.602,11.872,0.007
521.603,11.867,0.007
521.604,11.876,0.007
521.605,11.8665,0.007
521.606,11.872,0.007
521.615,11.881,0.007
521.616,11.866,0.007
521.617,11.8765,0.007
521.618,11.885,0.007
521.619,11.8725,0.007
521.62,11.864,0.007
521.621,11.871,0.007
521.622,11.861,0.007
521.623,11.8735,0.007
521.624,11.8695,0.007
521.625,11.866,0.007
521.626,11.8695,0.007
521.627,11.868,0.007
521.628,11.864,0.007
521.629,11.8715,0.007
521.63,11.8735,0.007
521.631,11.8765,0.0125
521.632,11.862,0.007
521.633,11.858,0.0275
521.634,11.8595,0.007
521.635,11.864,0.007
521.636,11.8755,0.007
521.637,11.8685,0.007
521.638,11.872,0.007
521.639,11.867,0.007
521.64,11.8755,0.007
521.641,11.865,0.007
521.642,11.873,0.007
521.643,11.873,0.007
521.644,11.8775,0.007
521.645,11.8695,0.007
521.646,11.868,0.007
521.647,11.8675,0.007
521.648,11.869,0.007
521.649,11.869,0.007
521.65,11.8645,0.007
521.651,11.872,0.007
521.652,11.87,0.007
521.653,11.872,0.006
521.654,11.8755,0.007
521.655,11.8635,0.007
521.656,11.869,0.007
521.657,11.88,0.00575
521.658,11.852,0.007
521.659,11.863,0.006
521.66,11.8715,0.007
521.661,11.867,0.007
521.662,11.859,0.007
521.663,11.856,0.007
521.664,11.8735,0.007
521.665,11.8615,0.007
521.666,11.867,0.007
521.667,11.8635,0.007
521.668,11.87,0.007
521.669,11.8695,0.007
521.67,11.861,0.007
521.671,11.8725,0.007
521.672,11.871,0.007
522.586,11.858,0.003
522.587,11.8665,0.003
522.588,11.877,0.0035
522.589,11.861,0.003
522.59,11.8555,0.003
522.591,11.8575,0.003
522.592,11.875,0.003
522.593,11.875,0.004
522.594,11.8775,0.0045
522.595,11.8385,0.0035
522.596,11.891,0.003
522.597,11.866,0.003
522.598,11.862,0.003
522.599,11.876,0.003
522.6,11.87266667,0.018
522.601,11.8775,0.003
522.602,11.87,0.003
522.603,11.86,0.003
522.604,11.863,0.003
522.605,11.882,0.003
522.606,11.869,0.003
522.607,11.8725,0.003
522.608,11.8685,0.003
522.609,11.8705,0.003
522.61,11.877,0.003
522.611,11.874,0.0035
522.612,11.87,0.004
522.613,11.885,0.003
522.614,11.863,0.0035
522.615,11.8745,0.0035
522.616,11.8725,0.004
522.617,11.871,0.004
522.618,11.874,0.004
522.619,11.8835,0.004
522.62,11.892,0.004
522.621,11.8855,0.004
522.622,11.8785,0.0045
522.623,11.8645,0.005
522.625,11.8735,0.004
522.626,11.88,0.004
522.627,11.873,0.005
522.628,11.874,0.004
522.629,11.8675,0.004
522.63,11.884,0.004
522.631,11.867,0.005
522.635,11.878,0.005
522.636,11.865,0.004
522.637,11.8675,0.005
522.638,11.8845,0.005
522.639,11.877,0.005
522.64,11.8755,0.0045
522.641,11.876,0.004
522.642,11.882,0.0045
522.643,11.859,0.004
522.644,11.864,0.004
522.645,11.865,0.003
522.646,11.874,0.003
522.647,11.8815,0.003
522.648,11.8725,0.003
522.649,11.8865,0.0035
522.65,11.87,0.004
522.651,11.878,0.0045
522.652,11.882,0.004
522.653,11.876,0.005
522.654,11.8695,0.0045
522.655,11.88,0.004
522.656,11.8765,0.0035
522.657,11.884,0.004
522.658,11.877,0.004
522.659,11.875,0.004
522.66,11.863,0.004
522.661,11.8745,0.0035
522.662,11.873,0.004
522.663,11.8765,0.004
522.664,11.89,0.004
522.665,11.8765,0.004
522.666,11.8725,0.004
522.667,11.874,0.004
522.668,11.888,0.005
523.522,11.844,0.01
523.523,11.842,0.01
524.726,11.8865,0.005
525.602,11.87,0.016
525.689,11.887,0.005
525.69,11.873,0.005
526.6,11.893,0.004
526.601,11.87433333,0.085666667
526.602,11.9035,0.004
526.603,11.895,0.004
526.604,11.8925,0.004
526.605,11.899,0.004
526.606,11.883,0.004
526.607,11.893,0.004
526.608,11.884,0.004
526.609,11.8975,0.004
526.61,11.883,0.004
526.611,11.889,0.004
526.612,11.896,0.004
526.613,11.878,0.004
526.614,11.8815,0.004
526.615,11.8965,0.004
526.616,11.87,0.004
526.617,11.8915,0.004
526.618,11.8865,0.004
526.619,11.8895,0.004
526.62,11.896,0.004
526.621,11.886,0.004
526.622,11.891,0.005
526.623,11.881,0.004
526.624,11.8945,0.004
526.625,11.903,0.004
526.626,11.899,0.004
526.627,11.887,0.004
526.628,11.885,0.004
526.629,11.8915,0.004
526.63,11.884,0.004
526.631,11.878,0.004
526.632,11.887,0.004
526.633,11.8845,0.004
526.634,11.899,0.004
526.635,11.8895,0.003
526.636,11.8885,0.0035
526.637,11.883,0.003
526.638,11.8905,0.0035
526.639,11.892,0.003
526.64,11.891,0.0035
526.641,11.878,0.003
526.642,11.8965,0.003
526.643,11.883,0.003
526.644,11.903,0.003
526.645,11.8845,0.003
526.646,11.8825,0.003
526.647,11.898,0.003
526.648,11.868,0.003
526.649,11.889,0.003
526.65,11.898,0.003
526.651,11.886,0.003
526.652,11.8915,0.003
526.653,11.8955,0.003
526.654,11.887,0.003
526.655,11.892,0.003
526.656,11.885,0.003
526.657,11.8885,0.003
526.658,11.884,0.003
526.659,11.8945,0.003
526.66,11.902,0.003
526.661,11.8955,0.003
526.662,11.885,0.003
526.663,11.8905,0.003
526.664,11.8965,0.003
526.665,11.895,0.005
526.666,11.887,0.003
526.667,11.889,0.003
526.668,11.896,0.003
526.669,11.883,0.003
526.67,11.8925,0.003
526.671,11.893,0.003
526.672,11.889,0.003
526.673,11.8955,0.003
526.674,11.889,0.003
526.675,11.9,0.003
526.676,11.898,0.003
526.677,11.888,0.003
527.475,11.845,0.01
527.476,11.837,0.01
528.554,11.88,0.009
528.637,11.907,0.006
528.638,11.894,0.006
528.668,11.814,0.02
529.447,11.863,0.01
529.449,11.849,0.012
530.721,11.892,0.004
530.722,11.883,0.004
531.663,11.82,0.02
532.578,11.88,0.007
532.66,11.84,0.02
533.563,11.852,0.006
533.564,11.87666667,0.006
533.565,11.868,0.006
533.566,11.8755,0.0055
533.567,11.8645,0.006
533.568,11.873,0.0055
533.569,11.877,0.006
533.57,11.8695,0.005
533.571,11.8725,0.0055
533.572,11.878,0.0055
533.573,11.882,0.0055
533.574,11.881,0.0055
533.575,11.871,0.006
533.576,11.866,0.0055
533.577,11.8815,0.005
533.578,11.871,0.005
533.579,11.8685,0.005
533.58,11.8675,0.0055
533.581,11.873,0.005
533.582,11.876,0.005
533.583,11.8805,0.005
533.584,11.8805,0.005
533.585,11.8715,0.005
533.586,11.868,0.006
533.587,11.864,0.005
533.588,11.8735,0.005
533.589,11.88,0.005
533.59,11.8775,0.0065
533.591,11.87766667,0.005666667
533.592,11.8835,0.005
533.593,11.872,0.005
534.652,11.842,0.02
535.658,11.812,0.02
536.431,11.855,0.01
536.432,11.859,0.01
536.616,11.848,0.004
536.647,11.834,0.02
537.542,11.883,0.005
537.543,11.891,0.005
537.545,11.884,0.005
537.547,11.89,0.005
537.595,11.913,0.003
537.598,11.903,0.003
537.599,11.904,0.003
537.6,11.8905,0.0035
537.601,11.917,0.005
537.603,11.893,0.004
537.604,11.8665,0.004
537.605,11.8785,0.0035
537.606,11.9035,0.003
537.607,11.904,0.003
537.608,11.902,0.004
537.609,11.895,0.0045
537.61,11.894,0.004
537.611,11.8775,0.0035
537.612,11.889,0.003
537.613,11.888,0.003
537.614,11.897,0.003
537.615,11.895,0.003
537.616,11.9035,0.003
537.617,11.902,0.003
537.618,11.9055,0.0035
537.619,11.899,0.0035
537.62,11.909,0.003
537.621,11.904,0.004
537.622,11.884,0.0035
537.623,11.91,0.003
537.625,11.918,0.003
537.626,11.906,0.003
537.645,11.824,0.02
538.655,11.824,0.02
539.564,11.865,0.003
539.565,11.864,0.003
539.566,11.866,0.003
539.567,11.864,0.003
539.568,11.8815,0.0035
539.569,11.875,0.004
539.571,11.8615,0.0035
539.572,11.874,0.004
539.573,11.848,0.003
539.574,11.871,0.003
539.575,11.867,0.003
539.576,11.8545,0.003
539.579,11.866,0.003
539.58,11.873,0.003
539.581,11.874,0.003
539.582,11.859,0.003
539.583,11.875,0.003
539.584,11.868,0.003
539.585,11.8695,0.0025
539.586,11.8615,0.003
539.587,11.865,0.003
539.588,11.869,0.003
539.589,11.867,0.003
539.59,11.876,0.003
539.591,11.876,0.002
539.592,11.873,0.003
539.593,11.8755,0.003
539.594,11.862,0.003
539.595,11.872,0.003
539.596,11.8685,0.0025
539.597,11.8645,0.003
539.598,11.876,0.003
539.599,11.8665,0.003
539.6,11.861,0.004
539.603,11.8485,0.0025
539.604,11.8545,0.0025
539.605,11.85,0.003
539.606,11.873,0.003
539.607,11.877,0.004
539.608,11.838,0.003
539.609,11.867,0.002
539.61,11.861,0.003
539.611,11.871,0.003
539.612,11.878,0.003
539.613,11.8665,0.003
539.614,11.87,0.003
539.615,11.871,0.0035
539.616,11.864,0.0035
539.617,11.87,0.003
539.618,11.866,0.003
539.619,11.8655,0.003
539.62,11.869,0.003
539.621,11.863,0.003
539.622,11.8705,0.0035
539.623,11.87,0.0035
541.415,11.842,0.002
542.533,11.84,0.004
542.534,11.8675,0.0045
542.535,11.8715,0.004
542.536,11.864,0.004
542.537,11.8495,0.003
542.538,11.854,0.0045
542.539,11.87,0.004
542.54,11.865,0.006
542.55,11.854,0.003
542.551,11.8685,0.0035
542.552,11.862,0.003
542.553,11.8545,0.004
542.554,11.867,0.003
542.555,11.861,0.003
542.556,11.877,0.003
542.557,11.8615,0.006
542.558,11.858,0.003
542.559,11.868,0.003
542.56,11.864,0.003
542.561,11.859,0.003
542.562,11.8535,0.003
542.563,11.859,0.003
542.564,11.864,0.003
542.565,11.864,0.003
542.566,11.854,0.004
542.567,11.8535,0.003
542.568,11.8565,0.0025
542.569,11.858,0.003
542.57,11.869,0.003
542.571,11.856,0.0025
542.572,11.861,0.003
542.573,11.868,0.003
542.574,11.865,0.003
542.575,11.86,0.0025
542.576,11.854,0.003
542.577,11.857,0.002
542.578,11.8555,0.0025
542.579,11.859,0.0025
542.58,11.864,0.002
542.581,11.863,0.003
542.582,11.8675,0.003
542.583,11.8675,0.003
542.584,11.863,0.003
542.585,11.8625,0.0025
542.586,11.858,0.0025
542.587,11.863,0.003
542.588,11.858,0.003
542.589,11.861,0.003
542.592,11.866,0.003
542.593,11.863,0.0025
542.594,11.862,0.003
542.595,11.8565,0.002
542.596,11.8595,0.002
542.597,11.8585,0.0025
542.598,11.86,0.002
542.599,11.8635,0.002
542.6,11.855,0.002
542.601,11.859,0.003
542.602,11.862,0.002
542.603,11.862,0.0025
542.604,11.862,0.002
542.605,11.863,0.002
542.606,11.866,0.002
542.607,11.8615,0.0035
542.608,11.862,0.002
542.609,11.8585,0.002
542.61,11.863,0.002
542.611,11.8675,0.002
542.612,11.864,0.002
542.613,11.8575,0.002
542.614,11.863,0.002
542.615,11.856,0.002
542.616,11.859,0.005
542.617,11.8615,0.002
542.618,11.8575,0.002
542.619,11.857,0.002
542.62,11.8585,0.0025
542.621,11.861,0.002
542.622,11.865,0.002
542.623,11.8635,0.002
542.624,11.87,0.002
542.625,11.856,0.002
542.627,11.8625,0.002
542.628,11.865,0.002
542.629,11.862,0.002
542.63,11.8645,0.002
542.631,11.8555,0.002
542.644,11.826,0.02
543.489,11.849,0.002
544.453,11.869,0.004
544.563,11.891,0.003
544.564,11.89,0.003
544.565,11.892,0.003
544.566,11.8895,0.003
544.567,11.889,0.003
544.568,11.892,0.003
544.569,11.8905,0.003
544.57,11.888,0.003
544.571,11.899,0.003
544.572,11.888,0.003
544.573,11.895,0.003
544.574,11.89,0.003
544.575,11.8835,0.003
544.576,11.894,0.0035
544.577,11.8985,0.004
544.578,11.908,0.004
544.579,11.89,0.004
544.58,11.886,0.0045
544.581,11.87,0.005
544.582,11.885,0.006
544.583,11.8875,0.006
544.584,11.8965,0.006
544.585,11.878,0.006
544.588,11.8995,0.006
544.589,11.881,0.006
544.59,11.876,0.006
544.591,11.899,0.007
544.592,11.887,0.007
544.593,11.878,0.007
544.594,11.875,0.007
544.595,11.8785,0.007
544.596,11.8685,0.007
544.597,11.854,0.0075
544.598,11.887,0.008
544.599,11.849,0.008
544.6,11.8755,0.008
544.601,11.876,0.008
544.602,11.875,0.0085
544.603,11.8765,0.008
544.604,11.86,0.008
544.606,11.8835,0.008
544.607,11.88,0.0085
544.608,11.885,0.008
544.609,11.863,0.008
544.61,11.8785,0.0095
544.611,11.8675,0.009
544.612,11.866,0.009
544.613,11.888,0.011
544.614,11.871,0.009
544.616,11.8705,0.009
544.617,11.87,0.01
544.618,11.894,0.0095
544.62,11.873,0.011
544.621,11.888,0.01
544.622,11.851,0.01
544.624,11.882,0.011
544.625,11.904,0.011
544.627,11.8705,0.0115
544.628,11.908,0.017
544.631,11.862,0.0125
546.629,11.8835,0.004
547.638,11.888,0.014
548.606,11.828,0.02
