JD,mag,err
217.264,12.111,0.029
217.265,12.099,0.029
217.266,12.142,0.029
217.267,11.986,0.029
217.268,12.0725,0.029
217.269,12.155,0.029
217.27,12.1095,0.029
217.271,12.178,0.029
217.272,12.176,0.029
217.273,12.1575,0.029
217.274,12.148,0.029
217.275,12.147,0.029
217.276,12.1455,0.029
217.277,12.136,0.029
217.278,12.072,0.029
217.279,12.114,0.029
217.28,12.156,0.029
217.281,12.0865,0.029
217.282,12.105,0.029
217.283,12.068,0.029
217.284,12.079,0.029
217.285,12.132,0.029
217.286,12.1435,0.029
217.287,12.127,0.029
217.288,12.162,0.029
217.289,12.1045,0.029
217.29,12.129,0.029
217.291,12.1425,0.029
217.292,12.177,0.029
217.293,12.139,0.029
217.294,12.1165,0.029
217.295,12.074,0.029
217.296,12.084,0.029
217.454,11.8495,0.0035
217.46,11.8485,0.0035
217.466,11.8515,0.0035
217.472,11.851,0.0035
217.478,11.851,0.0035
217.484,11.8565,0.0035
217.491,11.8525,0.0035
217.497,11.859,0.0035
217.503,11.8525,0.0035
217.509,11.8535,0.0035
217.512,11.852,0.005
217.513,11.846,0.005
217.514,11.852,0.005
217.515,11.849,0.004
217.516,11.846,0.005
217.518,11.847,0.005
217.519,11.852,0.005
217.522,11.848,0.004
217.523,11.852,0.005
217.526,11.847,0.005
217.528,11.823,0.02
217.537,11.849,0.005
217.538,11.846,0.005
217.539,11.847,0.004
217.541,11.845,0.005
217.542,11.844,0.005
217.543,11.85,0.005
217.544,11.85,0.005
217.545,11.848,0.005
217.546,11.848,0.005
217.551,11.898,0.005
217.558,11.847,0.005
217.559,11.848,0.004
217.56,11.846,0.005
217.561,11.85,0.004
217.562,11.855,0.004
217.563,11.864,0.004333333
217.564,11.8565,0.0045
217.565,11.873,0.004333333
217.566,11.863,0.004333333
217.567,11.884,0.004
217.568,11.8645,0.0045
217.569,11.87,0.004333333
217.57,11.8665,0.0045
217.571,11.853,0.009333333
217.572,11.869,0.004333333
217.573,11.865,0.0045
217.574,11.867,0.004
217.575,11.8635,0.0045
217.576,11.86666667,0.004333333
217.577,11.846,0.005
217.578,11.848,0.005
217.579,11.849,0.005
217.58,11.854,0.0045
217.581,11.866,0.0045
217.582,11.867,0.004
217.583,11.859,0.0045
217.584,11.86433333,0.004333333
217.585,11.8645,0.0045
217.586,11.86033333,0.004333333
217.587,11.8625,0.0045
217.588,11.86566667,0.004333333
217.589,11.856,0.004
217.59,11.86366667,0.004333333
217.591,11.884,0.004
217.592,11.873,0.004
217.593,11.8755,0.004
217.594,11.883,0.004
217.595,11.88,0.004
217.597,11.869,0.004
217.598,11.88,0.004
217.599,11.8765,0.004
217.6,11.871,0.004
218.277,11.813,0.029
218.278,11.824,0.029
218.279,11.815,0.029
218.28,11.8385,0.029
218.281,11.819,0.029
218.282,11.8405,0.029
218.283,11.837,0.029
218.284,11.836,0.029
218.285,11.827,0.029
218.286,11.827,0.029
218.287,11.832,0.029
218.288,11.824,0.029
218.289,11.813,0.029
218.29,11.8195,0.029
218.291,11.828,0.029
218.292,11.823,0.029
218.293,11.8225,0.029
218.294,11.818,0.029
218.295,11.818,0.029
218.297,11.825,0.029
218.298,11.819,0.029
218.3,11.851,0.029
218.301,11.8325,0.029
218.302,11.815,0.029
218.303,11.859,0.029
218.304,11.828,0.029
218.306,11.8275,0.029
218.307,11.809,0.03
218.308,11.8255,0.03
218.309,11.798,0.03
218.311,11.8285,0.03
218.466,11.855,0.0035
218.472,11.8465,0.0035
218.478,11.847,0.0035
218.484,11.8525,0.0035
218.49,11.8515,0.0035
218.496,11.853,0.0035
218.503,11.8545,0.0035
218.509,11.8485,0.0035
218.515,11.8425,0.0035
218.521,11.85,0.0035
218.568,11.86,0.005
219.418,11.818,0.005
220.419,11.826,0.007
221.409,11.829,0.005
221.514,11.824,0.02
221.557,11.84,0.02
221.57,11.858,0.027
222.468,11.842,0.005
223.457,11.855,0.004
223.64,11.871,0.057
224.509,11.836,0.02
224.552,11.825,0.02
224.572,11.895,0.01
224.621,11.832,0.02
225.296,11.84,0.01
225.297,11.839,0.01
225.298,11.836,0.01
226.148,11.84,0.01
226.149,11.834,0.01
226.15,11.8535,0.01
226.151,11.84866667,0.01
226.152,11.82466667,0.01
226.153,11.819,0.01
226.154,11.84066667,0.01
226.155,11.8445,0.01025
226.156,11.82566667,0.011
226.157,11.851,0.011
226.158,11.814,0.011
226.159,11.84775,0.01125
226.16,11.843,0.011333333
226.161,11.825,0.011333333
226.162,11.83075,0.01125
226.163,11.826,0.012
226.17,11.846,0.029
226.171,11.841,0.029
226.173,11.843,0.029
226.174,11.8335,0.029
226.175,11.838,0.029
226.176,11.846,0.029
226.177,11.8385,0.029
226.178,11.859,0.029
226.179,11.8525,0.029
226.181,11.836,0.029
226.182,11.8465,0.029
226.183,11.847,0.029
226.184,11.845,0.029
226.185,11.856,0.029
226.186,11.847,0.029
226.187,11.84,0.029
226.188,11.841,0.029
226.189,11.838,0.029
226.19,11.843,0.029
226.191,11.838,0.029
226.192,11.837,0.029
226.193,11.839,0.029
226.194,11.845,0.029
226.195,11.8455,0.029
226.196,11.844,0.029
226.197,11.851,0.029
226.198,11.848,0.029
226.199,11.834,0.029
226.2,11.84,0.029
226.201,11.847,0.029
226.202,11.834,0.029
226.203,11.846,0.029
226.204,11.846,0.029
226.205,11.8445,0.029
226.206,11.844,0.029
226.207,11.854,0.029
226.208,11.8425,0.029
226.209,11.834,0.029
226.21,11.85,0.029
226.211,11.8355,0.029
226.212,11.853,0.029
226.213,11.836,0.029
226.214,11.854,0.029
226.215,11.843,0.029
226.216,11.844,0.029
226.217,11.844,0.029
226.218,11.8475,0.029
226.219,11.84,0.029
226.22,11.844,0.029
226.221,11.8465,0.029
226.222,11.844,0.029
226.223,11.838,0.029
226.224,11.8465,0.029
226.225,11.84,0.029
226.226,11.842,0.029
226.227,11.847,0.029
226.228,11.841,0.029
226.229,11.845,0.029
226.23,11.84,0.029
226.231,11.8485,0.029
226.232,11.838,0.029
226.233,11.85,0.029
226.234,11.8425,0.029
226.235,11.855,0.029
226.236,11.832,0.029
226.237,11.8425,0.029
226.238,11.847,0.029
226.239,11.8375,0.029
226.24,11.847,0.029
226.241,11.851,0.029
226.242,11.8435,0.029
226.243,11.835,0.029
226.244,11.84,0.029
226.245,11.84,0.029
226.246,11.855,0.029
226.247,11.845,0.029
226.248,11.851,0.029
226.249,11.857,0.029
226.25,11.86,0.029
226.251,11.856,0.029
226.252,11.8435,0.029
226.253,11.832,0.029
226.254,11.845,0.029
226.255,11.844,0.029
226.256,11.832,0.029
226.257,11.831,0.029
226.258,11.8335,0.029
226.259,11.837,0.029
226.26,11.8465,0.029
226.261,11.831,0.029
226.262,11.845,0.029
226.263,11.841,0.029
226.264,11.837,0.029
226.265,11.8485,0.029
226.266,11.842,0.029
226.267,11.841,0.029
226.268,11.8465,0.029
226.269,11.839,0.029
226.27,11.842,0.029
226.271,11.8365,0.029
226.272,11.842,0.029
226.273,11.8365,0.029
226.274,11.837,0.029
226.275,11.836,0.029
226.276,11.8395,0.029
226.277,11.836,0.029
226.278,11.8325,0.029
226.279,11.83,0.029
226.28,11.846,0.029
226.281,11.837,0.029
226.282,11.833,0.029
226.283,11.83,0.029
226.284,11.8385,0.029
226.285,11.849,0.029
226.286,11.842,0.029
226.428,11.864,0.0035
226.435,11.864,0.0035
226.441,11.863,0.0035
226.447,11.8615,0.0035
226.453,11.8605,0.0035
226.459,11.864,0.0035
226.465,11.86,0.0035
226.471,11.862,0.0035
226.478,11.865,0.004
227.463,11.854,0.005
228.13,11.8485,0.008
228.131,11.8535,0.008
228.132,11.86066667,0.008
228.133,11.8625,0.008
228.134,11.85133333,0.008
228.135,11.8485,0.0085
228.136,11.871,0.009666667
228.137,11.86975,0.01125
228.138,11.85133333,0.011666667
228.139,11.85133333,0.008333333
228.14,11.865,0.00825
228.141,11.87066667,0.008
228.142,11.871,0.00825
228.143,11.849,0.008
228.144,11.86775,0.00875
228.145,11.85366667,0.009
228.146,11.863,0.009
228.16,11.831,0.029
228.161,11.842,0.029
228.162,11.8335,0.03
228.163,11.831,0.03
228.165,11.817,0.03
228.166,11.81,0.03
228.168,11.831,0.03
228.172,11.842,0.03
228.173,11.838,0.03
228.174,11.841,0.029
228.175,11.845,0.029
228.176,11.849,0.029
228.177,11.8335,0.029
228.178,11.838,0.029
228.18,11.852,0.029
228.181,11.844,0.029
228.182,11.8335,0.03
228.183,11.8275,0.03
228.184,11.835,0.03
228.185,11.839,0.03
228.186,11.8315,0.03
228.187,11.838,0.029
228.188,11.8345,0.0295
228.191,11.847,0.0295
228.192,11.829,0.03
228.193,11.811,0.031
228.194,11.849,0.03
228.195,11.834,0.029
228.196,11.841,0.029
228.197,11.84,0.029
228.198,11.833,0.029
228.199,11.8415,0.029
228.2,11.8335,0.029
228.201,11.843,0.029
228.202,11.847,0.029
228.203,11.834,0.029
228.204,11.84,0.029
228.205,11.8425,0.029
228.206,11.842,0.029
228.207,11.829,0.0295
228.208,11.8355,0.0295
228.21,11.8405,0.029
228.211,11.8395,0.029
228.212,11.844,0.029
228.213,11.845,0.029
228.214,11.8455,0.029
228.215,11.837,0.029
228.216,11.8435,0.029
228.217,11.848,0.029
228.218,11.844,0.029
228.219,11.8495,0.029
228.22,11.848,0.029
228.221,11.85,0.029
228.222,11.843,0.029
228.223,11.852,0.029
228.224,11.842,0.029
228.225,11.8485,0.029
228.226,11.845,0.029
228.227,11.846,0.029
228.228,11.838,0.029
228.229,11.848,0.029
228.23,11.841,0.029
228.231,11.833,0.029
228.232,11.834,0.029
228.233,11.84,0.029
228.234,11.827,0.029
228.235,11.842,0.029
228.236,11.831,0.029
228.237,11.829,0.029
228.238,11.828,0.029
228.239,11.8405,0.029
228.24,11.835,0.029
228.241,11.8425,0.029
228.242,11.846,0.029
228.243,11.84,0.029
228.244,11.84,0.029
228.245,11.837,0.029
228.246,11.839,0.029
228.247,11.838,0.029
228.248,11.837,0.029
228.249,11.838,0.029
228.25,11.84,0.029
228.251,11.843,0.029
228.252,11.843,0.029
228.253,11.8485,0.029
228.254,11.8465,0.029
228.255,11.837,0.029
228.256,11.8415,0.029
228.257,11.83,0.029
228.258,11.826,0.029
228.259,11.836,0.029
228.26,11.847,0.029
228.261,11.8445,0.029
228.262,11.844,0.029
228.263,11.844,0.029
228.264,11.8435,0.029
228.265,11.8445,0.029
228.266,11.839,0.029
228.267,11.8475,0.029
228.268,11.8315,0.029
228.269,11.834,0.029
228.27,11.836,0.029
228.271,11.8355,0.029
228.272,11.833,0.029
228.273,11.8385,0.029
228.274,11.833,0.029
228.275,11.83,0.029
228.276,11.8435,0.029
228.277,11.832,0.029
228.278,11.841,0.029
228.279,11.8265,0.029
228.28,11.825,0.029
228.281,11.836,0.029
228.282,11.8355,0.029
228.283,11.835,0.029
228.284,11.841,0.029
228.285,11.837,0.03
228.286,11.832,0.03
228.287,11.8365,0.03
228.288,11.841,0.03
228.289,11.83,0.03
228.29,11.836,0.03
228.291,11.826,0.03
228.293,11.8305,0.03
228.294,11.837,0.03
228.295,11.811,0.03
228.322,11.847,0.01
228.324,11.846,0.01
228.325,11.851,0.01
228.472,11.848,0.003
228.475,11.8665,0.004
228.476,11.877,0.004
228.477,11.871,0.004
228.478,11.8725,0.004
228.479,11.871,0.004
228.48,11.8725,0.004
228.481,11.878,0.004
228.482,11.865,0.004
228.483,11.874,0.004
228.484,11.876,0.004
228.485,11.869,0.004
228.486,11.883,0.004
228.528,11.873,0.004
228.529,11.878,0.004
228.53,11.883,0.004
228.531,11.8775,0.004
228.532,11.873,0.004
229.195,11.839,0.029
229.196,11.834,0.029
229.197,11.837,0.029
229.199,11.822,0.029
229.2,11.8325,0.029
229.201,11.833,0.029
229.202,11.84,0.029
229.203,11.8325,0.029
229.204,11.84,0.029
229.205,11.827,0.029
229.206,11.831,0.029
229.208,11.839,0.029
229.209,11.836,0.029
229.21,11.836,0.029
229.211,11.83,0.029
229.212,11.842,0.029
229.213,11.844,0.029
229.214,11.84,0.029
229.215,11.834,0.029
229.216,11.834,0.029
229.217,11.84,0.029
229.218,11.845,0.029
229.219,11.865,0.029
229.22,11.839,0.029
229.221,11.849,0.029
229.222,11.858,0.029
229.223,11.839,0.029
229.224,11.8655,0.029
229.225,11.843,0.029
229.226,11.841,0.029
229.227,11.86,0.029
229.228,11.826,0.029
229.229,11.833,0.029
229.23,11.882,0.029
229.231,11.85,0.029
229.232,11.823,0.029
229.233,11.879,0.029
229.234,11.8545,0.029
229.235,11.856,0.029
229.236,11.855,0.029
229.237,11.849,0.029
229.238,11.838,0.029
229.239,11.845,0.029
229.24,11.847,0.029
229.241,11.878,0.029
229.242,11.843,0.029
229.244,11.873,0.029
229.245,11.835,0.029
229.246,11.856,0.029
229.247,11.847,0.029
229.248,11.844,0.029
229.25,11.845,0.029
229.251,11.857,0.029
229.252,11.8485,0.029
229.253,11.833,0.029
229.254,11.846,0.029
229.255,11.843,0.029
229.256,11.84,0.029
229.257,11.838,0.029
229.259,11.842,0.029
229.26,11.843,0.029
229.261,11.833,0.029
229.318,11.836,0.002
229.319,11.815,0.007
229.32,11.825,0
229.33,11.841,0.01
229.331,11.839,0.01
229.332,11.841,0.01
229.498,11.824,0.02
229.541,11.825,0.02
229.61,11.825,0.02
230.144,11.831,0.029
230.146,11.831,0.0295
230.147,11.8425,0.029
230.148,11.844,0.029
230.151,11.849,0.029
230.152,11.81,0.031
230.153,11.8405,0.0295
230.154,11.79,0.03
230.155,11.819,0.03
230.156,11.806,0.031
230.161,11.82,0.03
230.162,11.847,0.031
230.163,11.819,0.03
230.164,11.861,0.031
230.165,11.814,0.036
230.167,11.85,0.03
230.168,11.842,0.029
230.169,11.8345,0.029
230.17,11.8405,0.029
230.171,11.837,0.029
230.175,11.836,0.031
230.195,11.858,0.006
230.196,11.85366667,0.006
230.197,11.8525,0.006
230.198,11.853,0.006
230.199,11.8575,0.006
230.2,11.8625,0.006
230.201,11.8635,0.006
230.202,11.8515,0.006
230.203,11.847,0.005
230.204,11.861,0.005
230.205,11.84633333,0.005333333
230.206,11.8575,0.005
230.207,11.85633333,0.005
231.339,11.825,0.01
231.34,11.833,0.01
231.341,11.832,0.01
232.31,11.829,0.01
232.312,11.826,0.01
232.313,11.824,0.01
233.473,11.852,0.005
233.491,11.834,0.02
233.535,11.829,0.02
233.605,11.833,0.02
234.308,11.824,0.01
234.31,11.833,0.01
234.311,11.83,0.01
234.468,11.818,0.02
234.521,11.832,0.02
234.591,11.832,0.02
235.488,11.86,0.004
236.177,11.814,0.029
236.178,11.823,0.029
236.179,11.827,0.029
236.18,11.809,0.029
236.181,11.821,0.029
236.182,11.814,0.029
236.183,11.813,0.029
236.234,11.854,0.006
236.235,11.85733333,0.006
236.236,11.84725,0.006
236.237,11.84866667,0.006
236.238,11.85025,0.006
236.239,11.85633333,0.006
236.24,11.84333333,0.006
236.241,11.855,0.006
236.242,11.85566667,0.006
236.243,11.845,0.006
236.244,11.84266667,0.006
236.245,11.84325,0.006
236.246,11.85266667,0.006
236.247,11.85325,0.006
236.248,11.86766667,0.006
236.249,11.84525,0.006
236.25,11.856,0.006
236.251,11.8525,0.006
236.252,11.85666667,0.006
236.253,11.85775,0.006
236.254,11.85333333,0.006
236.255,11.85766667,0.006
236.256,11.84525,0.006
236.257,11.84533333,0.006
236.258,11.85225,0.006
236.259,11.85133333,0.006
236.26,11.84825,0.006
236.261,11.84866667,0.006
236.262,11.8435,0.006
236.263,11.8485,0.006
237.303,11.82,0.01
237.304,11.796,0.007
237.305,11.837,0.003
237.306,11.8285,0.0035
237.307,11.827,0.009
237.308,11.803,0.006
237.309,11.81,0.004
237.31,11.827,0.002
237.311,11.805,0.01
237.312,11.823,0.0035
237.313,11.811,0.017
237.314,11.821,0.006
237.315,11.81,0.006
237.316,11.817,0.007
237.317,11.812,0
237.318,11.829,0.003
237.319,11.825,0.002
237.32,11.8205,0.003
237.321,11.812,0
237.322,11.822,0.012
237.323,11.834,0.001
237.324,11.811,0.004
237.325,11.828,0.006
237.326,11.825,0.003
237.327,11.8125,0.004
237.328,11.808,0.009
237.329,11.793,0.013
237.33,11.826,0.004
237.331,11.83,0.01
237.332,11.818,0
237.333,11.823,0.014
237.334,11.829,0.0065
237.335,11.817,0.003
237.336,11.845,0.005
237.337,11.806,0.008
237.338,11.841,0.009
237.339,11.8165,0.0055
237.34,11.801,0.006
237.341,11.824,0.006
237.342,11.829,0.011
237.343,11.812,0.011
237.344,11.814,0.003
237.345,11.8255,0.0025
237.346,11.796,0.008
237.347,11.806,0.007
237.348,11.819,0.001
237.349,11.828,0.015
237.35,11.821,0.0025
237.351,11.817,0.004
237.352,11.824,0.004
237.353,11.816,0.001
237.354,11.816,0.007
237.355,11.8225,0.0085
237.356,11.822,0.006
237.357,11.83,0.006
237.358,11.807,0.006
237.359,11.829,0.005
237.36,11.808,0.001
237.361,11.8275,0.0065
237.362,11.822,0.006
237.363,11.828,0
237.364,11.843,0.012
237.365,11.815,0.008
237.366,11.802,0.006
237.367,11.83,0.003
237.368,11.831,0.015
237.369,11.827,0.002
237.37,11.819,0.0045
237.371,11.807,0.002
237.372,11.81,0.001
237.373,11.813,0.002
237.374,11.81,0.0055
237.375,11.821,0.002
237.376,11.815,0.004
237.377,11.834,0.004
237.378,11.828,0.005
237.379,11.823,0.007
237.38,11.8215,0.005
237.381,11.823,0.006
237.382,11.816,0
237.383,11.815,0.006
237.384,11.821,0.003
237.385,11.818,0.005
237.386,11.8215,0.0035
237.387,11.798,0.007
237.388,11.817,0.006
237.389,11.81,0.01
237.39,11.81,0.011
237.391,11.826,0.002
237.392,11.823,0.003
237.393,11.815,0.008
237.394,11.811,0
237.395,11.814,0.005
237.396,11.823,0.0015
237.397,11.821,0.002
237.398,11.833,0.004
237.399,11.798,0.01
237.4,11.832,0.003
237.401,11.823,0.005
237.402,11.822,0.006
237.403,11.815,0.005
237.404,11.809,0.007
237.405,11.823,0.0015
237.406,11.826,0.004
237.407,11.805,0.015
237.408,11.828,0.006
237.409,11.8,0.003
237.41,11.812,0.003
237.411,11.816,0.005
237.412,11.816,0.006
237.413,11.821,0.002
237.414,11.825,0.001
237.415,11.817,0.004
237.416,11.822,0
237.417,11.811,0.002
237.418,11.815,0.004
237.419,11.813,0.003
237.42,11.811,0.002
237.421,11.822,0.0045
237.422,11.827,0.001
237.423,11.812,0.005
237.424,11.82,0.002
237.425,11.811,0.008
237.426,11.831,0.002
237.427,11.819,0.008
237.428,11.803,0.015
237.429,11.823,0.006
237.43,11.821,0.001
237.431,11.82,0.003
237.432,11.806,0.009
237.433,11.836,0.006
237.434,11.819,0.012
237.435,11.819,0.004
237.436,11.825,0.003
237.437,11.809,0.011
237.438,11.81,0.006
237.439,11.8195,0.0025
237.44,11.825,0
237.441,11.822,0.001
237.442,11.826,0.001
237.443,11.816,0.01
237.444,11.808,0.005
237.445,11.824,0.009
237.446,11.816,0.0025
237.447,11.84,0.005
237.448,11.812,0.005
237.449,11.822,0.002
237.45,11.826,0
237.451,11.818,0.001
237.452,11.817,0.002
237.453,11.823,0.004
237.454,11.811,0.005
237.455,11.809,0.007
237.456,11.812,0.005
237.457,11.819,0.011
237.458,11.822,0.002
237.459,11.835,0.0035
237.46,11.813,0.002
237.461,11.826,0.002
237.462,11.8225,0.004
237.463,11.825,0.004
237.464,11.82,0.002
237.465,11.81,0.003
237.466,11.821,0.005
237.467,11.799,0.003
237.468,11.819,0.0135
237.469,11.815,0.001
237.47,11.815,0.006
237.471,11.824,0.004
237.472,11.801,0.005
237.473,11.822,0.0045
237.474,11.822,0.007
237.475,11.818,0.001
237.476,11.812,0.004
237.477,11.814,0.009
237.478,11.82,0.003
237.479,11.82,0.006
237.48,11.814,0.0075
237.481,11.82,0.003
237.482,11.82,0.002
237.483,11.83,0.006
237.484,11.822,0.002
237.485,11.8175,0.0025
237.486,11.815,0.007
237.487,11.811,0.008
237.488,11.815,0.005
237.489,11.818,0.003
237.49,11.83,0.002
237.491,11.814,0.002
237.492,11.8275,0.004
237.493,11.828,0.01
237.494,11.818,0.001
237.495,11.817,0.001
237.496,11.814,0.001
237.497,11.8215,0.0085
237.498,11.822,0.004
237.499,11.82,0.002
237.5,11.83,0.009
237.501,11.822,0.001
237.502,11.825,0.003
237.503,11.827,0.003
237.504,11.832,0.006
237.505,11.823,0.001
237.506,11.819,0.004
237.507,11.812,0.0055
237.508,11.812,0.005
237.509,11.824,0.004
237.51,11.82,0.002
237.511,11.828,0.012
237.512,11.824,0.001
237.513,11.811,0
237.514,11.823,0.002
237.515,11.816,0.0065
237.516,11.823,0.008
237.517,11.82,0.002
237.518,11.819,0.002
237.519,11.82,0.001
237.52,11.817,0.001
237.521,11.805,0.009
237.522,11.8275,0.011
237.523,11.831,0.002
237.524,11.815,0.0035
237.525,11.824,0.002
237.526,11.817,0.003
237.527,11.807,0.006
237.528,11.8165,0.0055
237.529,11.821,0.004
237.53,11.831,0
237.531,11.807,0.002
237.532,11.824,0.01
237.533,11.834,0.005
237.534,11.8275,0.0055
237.535,11.815,0.004
237.536,11.827,0.004
237.537,11.836,0.004
237.538,11.822,0.0095
237.539,11.817,0
237.54,11.817,0.008
237.541,11.818,0.004
237.542,11.805,0.007
237.543,11.822,0.0015
237.544,11.824,0.006
237.545,11.826,0
237.564,11.887,0.007
237.571,11.859,0.014
237.591,11.83,0.02
238.281,11.821,0.007
238.282,11.8235,0.0065
238.283,11.842,0.007
238.284,11.837,0
238.285,11.806,0.007
238.286,11.8065,0.0025
238.287,11.836,0.015
238.288,11.826,0.002
238.289,11.843,0.009
238.29,11.831,0.01
238.291,11.822,0.002
238.292,11.837,0.001
238.293,11.832,0.003
238.294,11.8265,0.0105
238.295,11.801,0.003
238.296,11.831,0.005
238.297,11.841,0.02
238.298,11.829,0.002
238.299,11.823,0.004
238.3,11.822,0.01
238.301,11.821,0.023
238.302,11.83,0.008
238.303,11.811,0.005
238.304,11.835,0.016
238.305,11.82,0.001
238.306,11.819,0.014
238.307,11.817,0.0065
238.308,11.813,0.007
238.309,11.828,0.008
238.31,11.819,0.002
238.311,11.809,0.004
238.312,11.817,0.004
238.313,11.847,0.0135
238.314,11.804,0.01
238.315,11.809,0.005
238.316,11.835,0.007
238.317,11.832,0.004
238.318,11.828,0.001
238.319,11.814,0.011
238.32,11.8365,0.006
238.321,11.823,0.004
238.322,11.832,0.004
238.323,11.825,0.005
238.324,11.85,0.003
238.325,11.826,0.002
238.326,11.819,0.004
238.327,11.824,0.007
238.328,11.831,0.002
238.329,11.831,0.0035
238.33,11.844,0.01
238.331,11.836,0.003
238.332,11.817,0.01
238.333,11.815,0.001
238.334,11.844,0.007
238.335,11.843,0.012
238.336,11.8155,0.0065
238.337,11.815,0.007
238.338,11.82,0.002
238.339,11.827,0.009
238.34,11.839,0.006
238.341,11.815,0
238.342,11.802,0.004
238.343,11.846,0.004
238.344,11.8175,0.0145
238.345,11.817,0.01
238.346,11.823,0.004
238.347,11.834,0.004
238.348,11.8325,0.002
238.349,11.827,0.008
238.35,11.814,0.003
238.351,11.834,0.007
238.352,11.8245,0.0015
238.353,11.836,0.009
238.354,11.828,0.002
238.355,11.836,0.009
238.356,11.838,0.015
238.357,11.822,0.006
238.358,11.804,0.008
238.359,11.814,0.007
238.36,11.846,0.009
238.361,11.819,0.007
238.362,11.814,0.014
238.363,11.836,0.006
238.364,11.829,0.003
238.365,11.826,0.002
238.366,11.827,0.005
238.367,11.827,0.013
238.368,11.843,0.007
238.369,11.807,0.002
238.37,11.825,0.01
238.371,11.8185,0.008
238.372,11.804,0.002
238.373,11.812,0.027
238.374,11.822,0.004
238.375,11.848,0.008
238.376,11.826,0.001
238.377,11.8275,0.0055
238.378,11.835,0.011
238.379,11.833,0.005
238.38,11.837,0.012
238.381,11.817,0.01
238.382,11.815,0.013
238.383,11.818,0.003
238.384,11.8335,0.0065
238.385,11.83,0.002
238.386,11.825,0.005
238.387,11.809,0.01
238.388,11.861,0.007
238.389,11.828,0.005
238.39,11.832,0.019
238.391,11.821,0.008
238.392,11.843,0.021
238.393,11.846,0.006
238.394,11.817,0.0105
238.395,11.83,0.006
238.396,11.875,0.01
238.397,11.82,0.014
238.398,11.834,0
238.399,11.788,0.003
238.4,11.815,0.003
238.401,11.825,0.009
238.402,11.829,0.007
238.403,11.7985,0.0145
238.404,11.822,0.011
238.405,11.83,0.01
238.406,11.821,0.007
238.407,11.813,0.005
238.408,11.82,0.005
238.409,11.804,0.014
238.41,11.828,0.0075
238.411,11.798,0.011
238.412,11.832,0.002
238.413,11.834,0.008
238.414,11.841,0.007
238.415,11.826,0.001
238.416,11.821,0.0135
238.417,11.835,0.005
238.418,11.833,0.004
238.419,11.832,0.009
238.42,11.843,0.004
238.421,11.834,0
238.422,11.823,0.0025
238.423,11.808,0.003
238.424,11.837,0.026
238.425,11.832,0.005
238.426,11.826,0.017
238.427,11.838,0.018
238.428,11.831,0.011
238.429,11.82,0.01
238.43,11.825,0.005
238.431,11.827,0.008
238.432,11.837,0.002
238.433,11.847,0.012
238.434,11.796,0.004
238.435,11.85,0.003
238.436,11.827,0.001
238.437,11.838,0.011
238.438,11.84,0.005
238.439,11.825,0.005
238.44,11.841,0.002
238.441,11.83,0.016
238.442,11.825,0.015
238.443,11.806,0.006
238.444,11.82,0.007
238.445,11.815,0.004
238.446,11.849,0.004
238.447,11.824,0.003
238.448,11.8245,0.0015
238.449,11.825,0.003
238.45,11.805,0.006
238.451,11.837,0.009
238.452,11.832,0.006
238.453,11.831,0.002
238.454,11.844,0.001
238.455,11.812,0.036
238.456,11.83,0.0155
238.457,11.8165,0.016
238.458,11.842,0.006
238.459,11.809,0.011
238.46,11.815,0.021
238.461,11.836,0.031
238.462,11.818,0.002
238.463,11.843,0.022
238.464,11.88,0.028
238.465,11.852,0.013
238.466,11.814,0.007
238.467,11.827,0
239.468,11.825,0.02
239.512,11.832,0.02
239.563,11.872,0.005
239.568,11.881,0.005
239.581,11.819,0.02
242.296,11.852,0.01
242.297,11.848,0.01
242.299,11.851,0.01
242.571,11.84,0.02
243.091,11.8385,0.029
243.092,11.842,0.029
243.093,11.855,0.029
243.094,11.856,0.029
243.095,11.842,0.029
243.097,11.858,0.029
243.099,11.8495,0.029
243.1,11.85,0.029
243.102,11.851,0.029
243.103,11.8525,0.029
243.105,11.8465,0.029
243.106,11.851,0.029
243.107,11.844,0.029
243.108,11.848,0.029
243.109,11.843,0.029
243.11,11.846,0.029
243.111,11.8455,0.029
243.112,11.861,0.029
243.113,11.8565,0.029
243.114,11.851,0.029
243.115,11.847,0.029
243.116,11.8495,0.029
243.117,11.861,0.029
243.119,11.847,0.029
243.12,11.8485,0.029
243.121,11.845,0.029
243.122,11.8505,0.029
243.123,11.861,0.029
243.124,11.866,0.029
243.126,11.851,0.029
243.127,11.853,0.029
243.129,11.858,0.029
243.13,11.849,0.029
243.132,11.872,0.029
243.133,11.868,0.029
243.134,11.855,0.029
243.135,11.855,0.029
243.136,11.852,0.029
243.137,11.8465,0.029
243.138,11.853,0.029
243.139,11.8455,0.029
243.14,11.8505,0.029
243.141,11.847,0.029
243.142,11.848,0.029
243.143,11.848,0.029
243.144,11.855,0.029
243.145,11.8545,0.029
243.146,11.845,0.029
243.147,11.846,0.029
243.148,11.853,0.029
243.149,11.839,0.029
243.15,11.84,0.029
243.151,11.8535,0.029
243.152,11.84,0.029
243.153,11.8545,0.029
243.154,11.8485,0.029
243.155,11.843,0.029
243.156,11.8435,0.029
243.157,11.845,0.029
243.158,11.842,0.029
243.159,11.8405,0.029
243.16,11.8535,0.029
243.161,11.848,0.029
243.162,11.8435,0.029
243.163,11.844,0.029
243.164,11.8505,0.029
