JD,mag,err
313.95271,11.465,0.004
313.95342,11.469,0.004
313.95412,11.47,0.004
313.95483,11.476,0.004
313.95553,11.473,0.004
313.95624,11.472,0.004
313.95695,11.472,0.004
313.95765,11.467,0.006
313.95836,11.466,0.004
313.95906,11.473,0.004
313.95977,11.472,0.004
313.96048,11.463,0.004
313.96118,11.471,0.004
313.96188,11.468,0.004
313.96258,11.466,0.004
313.96329,11.471,0.004
313.96399,11.465,0.004
313.9647,11.466,0.004
313.96541,11.468,0.004
313.96611,11.469,0.004
313.96682,11.469,0.004
314.02868,11.53,0.004
314.0291,11.536,0.004
314.02952,11.537,0.004
314.03392,11.537,0.004
314.03435,11.533,0.004
314.03477,11.54,0.004
314.03919,11.535,0.004
314.03961,11.539,0.004
314.04004,11.531,0.003
314.04447,11.538,0.004
314.04489,11.539,0.004
314.04531,11.531,0.003
314.04974,11.535,0.003
314.05016,11.54,0.003
314.05059,11.539,0.003
314.05501,11.539,0.003
314.05543,11.538,0.003
314.05586,11.529,0.003
314.06027,11.537,0.003
314.0607,11.534,0.003
314.06113,11.543,0.003
314.06555,11.539,0.003
314.06597,11.534,0.003
314.0664,11.534,0.003
314.07083,11.533,0.003
314.07125,11.538,0.003
314.07168,11.538,0.003
314.07612,11.534,0.003
314.07654,11.54,0.003
314.07697,11.536,0.003
314.08144,11.529,0.003
314.08187,11.542,0.003
314.08229,11.531,0.003
314.08674,11.533,0.003
314.08716,11.54,0.003
314.08759,11.537,0.003
314.09203,11.545,0.003
314.09246,11.537,0.003
314.09288,11.545,0.003
314.09732,11.545,0.003
314.09775,11.537,0.003
314.09818,11.539,0.003
314.10262,11.537,0.003
314.10304,11.539,0.003
314.10347,11.53,0.003
314.10791,11.535,0.004
314.10833,11.534,0.004
314.10876,11.535,0.003
314.1132,11.543,0.004
314.11362,11.534,0.004
314.11405,11.535,0.003
314.11849,11.538,0.004
314.11891,11.537,0.003
314.11934,11.538,0.003
314.12377,11.538,0.003
314.1242,11.538,0.003
314.12462,11.537,0.003
314.12906,11.532,0.004
314.12948,11.535,0.003
314.12991,11.538,0.003
314.13434,11.54,0.004
314.13477,11.536,0.004
314.13519,11.542,0.004
314.13964,11.538,0.004
314.14007,11.543,0.004
314.14049,11.535,0.004
314.14495,11.54,0.004
314.14538,11.535,0.004
314.1458,11.54,0.003
314.15025,11.533,0.004
314.15067,11.538,0.004
314.15109,11.538,0.004
314.15554,11.536,0.004
314.15597,11.533,0.004
314.15639,11.539,0.004
314.16084,11.538,0.004
314.16127,11.537,0.004
314.16169,11.535,0.004
315.84939,11.475,0.006
315.85009,11.455,0.006
315.85081,11.473,0.006
315.85153,11.474,0.006
315.85224,11.482,0.006
316.06925,11.465,0.002
316.08049,11.463,0.002
316.0917,11.467,0.002
316.10292,11.46,0.002
316.11415,11.461,0.002
316.13658,11.468,0.003
316.1478,11.468,0.003
316.15902,11.474,0.003
316.17026,11.473,0.004
316.18146,11.469,0.004
316.19269,11.474,0.004
317.06432,11.448,0.002
317.07553,11.456,0.002
317.08674,11.447,0.002
317.09793,11.454,0.002
317.10916,11.449,0.002
317.12037,11.46,0.002
317.1316,11.458,0.002
317.14281,11.457,0.002
317.15404,11.458,0.003
317.16527,11.45,0.003
317.17651,11.446,0.003
317.18776,11.451,0.003
317.19898,11.461,0.003
319.05507,11.482,0.086
319.0932,11.533,0.004
319.09363,11.53,0.004
319.09408,11.535,0.004
319.09882,11.532,0.004
319.09926,11.532,0.004
319.09971,11.534,0.004
319.10445,11.536,0.004
319.10489,11.537,0.004
319.10533,11.53,0.004
319.11009,11.532,0.004
319.11053,11.529,0.004
319.11096,11.537,0.004
319.11571,11.541,0.004
319.11615,11.538,0.004
319.11659,11.54,0.004
319.12135,11.54,0.004
319.12179,11.532,0.004
319.12224,11.534,0.004
319.12698,11.542,0.004
319.12743,11.531,0.004
319.12787,11.538,0.004
320.058,11.491,0.067
321.82116,11.461,0.004
321.82188,11.462,0.004
321.82258,11.462,0.004
321.82329,11.459,0.004
321.82399,11.464,0.004
322.81321,11.451,0.004
322.81391,11.461,0.004
322.81463,11.47,0.004
322.81534,11.458,0.004
322.81606,11.462,0.004
324.15369,11.491,0.02
324.23767,11.491,0.02
324.34012,11.486,0.02
331.32084,11.505,0.02
332.13375,11.483,0.02
332.21728,11.493,0.02
332.31913,11.497,0.02
333.13574,11.488,0.02
333.21956,11.498,0.02
333.31397,11.491,0.02
334.13369,11.487,0.02
334.21689,11.504,0.02
334.31044,11.509,0.02
334.80426,11.455,0.005
334.80522,11.465,0.005
334.80617,11.458,0.005
334.80713,11.465,0.005
334.80809,11.453,0.005
335.90916,11.464,0.005
335.90985,11.453,0.005
335.91056,11.456,0.005
335.91126,11.458,0.005
335.91197,11.45,0.005
337.12446,11.45,0.061
337.78399,11.461,0.005
337.7847,11.459,0.005
337.78542,11.465,0.005
337.78612,11.467,0.005
337.78684,11.46,0.005
338.78544,11.464,0.007
338.78615,11.431,0.014
338.78687,11.451,0.008
338.78757,11.437,0.01
338.78828,11.471,0.007
340.78787,11.473,0.004
340.78858,11.46,0.004
340.78928,11.461,0.004
340.78999,11.459,0.004
340.79071,11.453,0.004
342.87323,11.46,0.004
342.87412,11.46,0.004
342.87496,11.454,0.004
342.87566,11.461,0.004
342.87637,11.467,0.004
342.87707,11.457,0.004
342.87778,11.462,0.004
345.20953,11.49,0.02
346.1059,11.482,0.02
346.19912,11.495,0.02
346.29283,11.513,0.02
346.86251,11.46,0.004
346.86322,11.449,0.004
346.86393,11.466,0.004
346.86462,11.458,0.004
346.86533,11.456,0.004
347.77413,11.474,0.004
347.77485,11.466,0.004
347.77556,11.473,0.005
347.77627,11.469,0.005
347.77698,11.47,0.005
348.13693,11.499,0.02
348.23038,11.497,0.02
348.87433,11.458,0.005
348.87504,11.462,0.004
348.87574,11.462,0.004
348.87645,11.464,0.005
348.87717,11.461,0.005
349.0282,11.482,0.036
349.03257,11.49,0.043
349.03696,11.493,0.041
349.04134,11.49,0.032
349.04572,11.494,0.035
349.05011,11.487,0.034
349.05448,11.5,0.035
349.05887,11.507,0.03
349.06324,11.484,0.058
349.06762,11.484,0.048
349.072,11.51,0.037
349.07638,11.497,0.041
349.08077,11.497,0.04
349.08514,11.497,0.04
349.08952,11.481,0.032
349.0939,11.498,0.035
349.09828,11.487,0.042
349.10266,11.505,0.044
349.10704,11.506,0.043
349.11144,11.496,0.034
349.11582,11.505,0.038
349.1202,11.515,0.043
349.12457,11.495,0.041
349.12895,11.497,0.042
349.13334,11.505,0.04
349.13771,11.499,0.047
349.90008,11.459,0.004
349.9008,11.467,0.004
349.90151,11.466,0.004
349.90221,11.464,0.004
349.90292,11.453,0.004
350.02062,11.431,0.002
350.03147,11.43,0.003
350.04232,11.435,0.003
350.11305,11.488,0.02
350.20681,11.495,0.02
351.90118,11.464,0.004
351.90189,11.464,0.005
351.90259,11.464,0.005
351.90331,11.477,0.004
351.90402,11.459,0.004
352.06146,11.39,0.002
352.07482,11.402,0.002
352.08817,11.404,0.002
352.10156,11.417,0.002
352.11492,11.41,0.002
352.1283,11.412,0.002
352.14166,11.411,0.002
352.15501,11.411,0.002
352.16837,11.412,0.002
352.18173,11.401,0.002
353.04213,11.434,0.001
353.05549,11.423,0.002
353.06886,11.416,0.002
353.08224,11.412,0.003
353.09558,11.425,0.007
354.04034,11.447,0.001
354.05368,11.446,0.001
354.06704,11.445,0.001
354.08036,11.437,0.001
354.09369,11.427,0.002
354.10254,11.483,0.02
354.10702,11.422,0.002
354.12035,11.417,0.002
354.13371,11.418,0.002
354.14706,11.405,0.002
354.16042,11.405,0.002
354.19593,11.504,0.02
354.83318,11.467,0.005
354.83395,11.461,0.005
354.83471,11.465,0.005
354.83548,11.464,0.005
354.83624,11.463,0.005
358.11306,11.494,0.02
358.20701,11.479,0.02
359.1131,11.496,0.02
359.20696,11.573,0.02
360.1131,11.495,0.02
360.2068,11.52,0.02
361.10618,11.479,0.02
361.19999,11.484,0.02
361.75183,11.467,0.004
361.75254,11.468,0.004
361.75324,11.473,0.004
361.75395,11.471,0.004
361.75465,11.467,0.004
362.10591,11.51,0.02
362.19905,11.51,0.02
362.77384,11.466,0.004
362.77455,11.467,0.004
362.77527,11.463,0.004
362.77597,11.46,0.004
362.77668,11.47,0.004
363.00843,11.437,0.002
363.02043,11.43,0.002
363.03243,11.441,0.002
363.04443,11.431,0.002
363.05643,11.43,0.003
363.06843,11.431,0.003
363.08043,11.427,0.003
363.09243,11.431,0.003
363.10443,11.425,0.003
363.11643,11.431,0.003
363.12743,11.433,0.003
363.13943,11.431,0.003
363.15143,11.427,0.003
363.16343,11.429,0.003
368.12671,11.512,0.02
368.20563,11.505,0.02
369.76718,11.454,0.004
369.76809,11.452,0.005
369.7688,11.456,0.005
369.76952,11.459,0.005
369.77022,11.453,0.005
369.79524,11.471,0.005
369.79544,11.476,0.005
369.79564,11.472,0.005
369.79584,11.464,0.005
369.79602,11.47,0.005
370.1168,11.443,0.02
370.21129,11.453,0.02
370.75824,11.466,0.005
370.75844,11.471,0.005
370.75864,11.463,0.005
370.75882,11.467,0.005
370.75902,11.464,0.005
371.11639,11.46,0.02
371.21026,11.462,0.02
373.11864,11.51,0.085
373.12805,11.473,0.087
373.78945,11.466,0.005
373.78964,11.463,0.005
373.78984,11.471,0.005
373.79004,11.471,0.005
373.79022,11.466,0.005
374.12637,11.443,0.02
375.12681,11.433,0.02
375.69835,11.48,0.015
375.76489,11.46,0.005
375.76508,11.46,0.005
375.76528,11.463,0.005
375.76546,11.463,0.005
375.76566,11.462,0.005
377.77661,11.468,0.004
377.77681,11.457,0.004
377.77699,11.456,0.004
377.77719,11.464,0.005
377.77739,11.463,0.005
379.0117,11.462,0.002
379.02366,11.462,0.002
379.03564,11.448,0.002
379.04758,11.461,0.003
379.05956,11.458,0.003
379.07153,11.449,0.003
379.0835,11.451,0.003
379.09544,11.458,0.003
379.10742,11.459,0.004
379.11939,11.464,0.004
379.13136,11.453,0.004
379.99423,11.434,0.002
380.00619,11.433,0.002
380.01815,11.438,0.002
380.03014,11.44,0.002
380.04212,11.432,0.002
380.05409,11.435,0.002
380.06603,11.439,0.002
380.078,11.429,0.002
380.08997,11.432,0.002
380.10191,11.438,0.002
380.11384,11.441,0.002
380.12581,11.44,0.002
380.13778,11.431,0.002
380.14975,11.438,0.002
380.1617,11.442,0.002
381.11868,11.44,0.02
381.99798,11.427,0.002
382.00998,11.427,0.002
382.02196,11.43,0.002
382.03396,11.431,0.002
382.04594,11.431,0.002
382.05791,11.423,0.002
382.06986,11.424,0.002
382.08182,11.425,0.002
382.09379,11.427,0.002
382.10573,11.434,0.002
382.11769,11.434,0.002
382.12967,11.43,0.002
382.14163,11.428,0.002
382.15358,11.434,0.002
382.15714,11.467,0.02
382.16555,11.439,0.002
382.17747,11.434,0.002
382.18942,11.431,0.002
384.12325,11.493,0.02
386.72822,11.453,0.005
386.72842,11.457,0.005
388.12672,11.512,0.02
389.11636,11.494,0.02
390.13516,11.477,0.02
393.11877,11.484,0.02
394.12471,11.481,0.02
395.00033,11.441,0.001
395.01228,11.438,0.001
395.02424,11.44,0.001
395.03622,11.438,0.001
395.0482,11.437,0.001
395.06019,11.435,0.001
395.07214,11.438,0.001
395.08411,11.434,0.001
395.0961,11.436,0.001
395.10807,11.442,0.001
395.11612,11.475,0.02
395.12004,11.443,0.001
395.132,11.434,0.001
395.14396,11.44,0.002
395.15592,11.436,0.002
396.11078,11.458,0.02
397.71603,11.415,0.008
397.71622,11.437,0.007
398.12646,11.511,0.02
398.15174,11.495,0.053
399.13554,11.475,0.02
400.72221,11.431,0.005
400.72241,11.432,0.005
401.99571,11.443,0.002
402.00764,11.452,0.002
402.01959,11.454,0.002
402.03154,11.445,0.002
402.0435,11.442,0.002
402.05548,11.439,0.002
402.06744,11.435,0.002
402.07943,11.45,0.002
402.0914,11.438,0.002
402.10336,11.45,0.002
402.11531,11.462,0.002
402.12731,11.457,0.002
402.1393,11.464,0.002
402.15129,11.442,0.002
402.16327,11.459,0.003
403.76669,11.443,0.005
403.76689,11.449,0.005
404.71934,11.442,0.005
404.71954,11.453,0.005
405.11165,11.499,0.02
405.71419,11.443,0.006
405.71439,11.442,0.006
406.11236,11.504,0.02
407.11032,11.439,0.02
408.72783,11.431,0.005
408.72801,11.441,0.005
410.72041,11.452,0.012
410.7206,11.453,0.013
414.10375,11.55,0.02
414.73442,11.478,0.012
414.73461,11.444,0.011
415.1037,11.543,0.02
419.71493,11.4,0.031
419.71513,11.435,0.03
420.723,11.291,0.01
420.7232,11.273,0.01
431.7303,11.437,0.006
431.7305,11.441,0.006
432.72886,11.441,0.006
432.72957,11.446,0.006
438.73498,11.463,0.011
438.73518,11.421,0.01
441.73671,11.456,0.006
441.73691,11.459,0.008
452.82126,11.462,0.016
452.82196,11.448,0.016
453.74538,11.448,0.009
453.74609,11.441,0.008
454.73695,11.417,0.008
454.73714,11.44,0.009
456.73853,11.436,0.007
456.73872,11.444,0.007
462.74237,11.426,0.009
462.74257,11.444,0.009
479.78964,11.507,0.03
479.78984,11.43,0.029
480.75983,11.448,0.015
480.76001,11.459,0.014
481.75524,11.471,0.015
481.75544,11.438,0.015
495.318875,11.56,0.01
495.320114,11.542,0.01
498.331418,11.547,0.01
498.332455,11.545,0.01
501.360172,11.531,0.01
501.36141,11.532,0.01
505.312753,11.537,0.01
505.313991,11.526,0.01
506.50828,11.475,0.02
507.28538,11.554,0.01
507.286634,11.567,0.01
509.50258,11.474,0.02
510.50033,11.483,0.02
512.49185,11.496,0.02
513.49839,11.471,0.02
514.26855,11.557,0.01
514.26979,11.558,0.01
514.48743,11.485,0.02
515.48478,11.476,0.02
516.4951,11.486,0.02
519.25262,11.546,0.005
520.48422,11.48,0.02
521.32679,11.556,0.002
526.44636,11.476,0.02
526.49966,11.488,0.02
529.4499,11.502,0.02
530.27454,11.551,0.002
532.45134,11.477,0.02
539.42716,11.499,0.02
539.4724,11.477,0.02
542.40327,11.49,0.02
542.45635,11.487,0.02
543.41008,11.486,0.02
543.45372,11.478,0.02
544.40494,11.514,0.02
545.23912,11.57,0.004
545.40639,11.473,0.02
545.47449,11.5,0.02
546.41158,11.46,0.02
547.40596,11.479,0.02
547.45091,11.486,0.02
548.39665,11.47,0.02
548.43983,11.468,0.02
549.3947,11.51,0.02
549.43839,11.475,0.02
550.38927,11.487,0.02
550.44251,11.497,0.02
551.30295,11.558,0.004
553.38997,11.477,0.02
553.43365,11.5,0.02
556.25238,11.565,0.002
557.37516,11.473,0.02
557.41855,11.484,0.02
558.37461,11.505,0.02
558.41781,11.495,0.02
559.35775,11.475,0.02
559.41303,11.487,0.02
560.37596,11.455,0.02
560.41948,11.482,0.02
561.36406,11.478,0.02
561.40739,11.478,0.02
562.28234,11.504,0.04
566.34598,11.528,0.02
566.41324,11.544,0.02
567.36979,11.538,0.02
567.41324,11.508,0.02
568.33328,11.465,0.02
568.38661,11.463,0.02
568.45582,11.43,0.02
569.33085,11.455,0.02
569.3846,11.422,0.02
570.16385,11.568,0.002
570.33516,11.514,0.02
570.38885,11.495,0.02
570.45865,11.471,0.02
573.15744,11.561,0.005
575.28036,11.569,0.004
575.91454,11.456,0.013
575.91524,11.584,0.043
576.31919,11.51,0.02
576.37246,11.515,0.02
576.44159,11.495,0.02
577.13153,11.579,0.005
577.13197,11.539,0.005
577.13242,11.553,0.005
577.14258,11.555,0.005
577.14303,11.544,0.004
577.14348,11.548,0.004
577.14815,11.55,0.004
577.1486,11.55,0.004
577.14904,11.546,0.004
577.15373,11.548,0.004
577.15417,11.542,0.004
577.15462,11.537,0.004
577.15929,11.557,0.004
577.15974,11.55,0.004
577.16019,11.56,0.004
577.16489,11.542,0.004
577.16534,11.558,0.004
577.16578,11.546,0.004
577.17045,11.548,0.004
577.1709,11.558,0.004
577.17135,11.551,0.004
577.17602,11.554,0.004
577.17647,11.542,0.004
577.17692,11.555,0.004
577.18159,11.553,0.004
577.18204,11.54,0.004
577.18248,11.543,0.004
577.19267,11.547,0.004
577.19312,11.551,0.004
577.19356,11.557,0.004
577.19826,11.553,0.004
577.19871,11.548,0.004
577.19915,11.553,0.004
577.20384,11.55,0.004
577.20429,11.541,0.004
577.20474,11.557,0.004
577.20942,11.55,0.004
577.20986,11.559,0.004
577.21031,11.548,0.004
577.21499,11.553,0.004
577.21544,11.548,0.004
577.21589,11.55,0.004
577.22057,11.542,0.004
577.22101,11.552,0.004
577.22146,11.545,0.004
577.22614,11.551,0.004
577.22658,11.55,0.004
577.22703,11.558,0.004
577.23171,11.553,0.004
577.23216,11.55,0.004
577.2326,11.548,0.004
577.2373,11.543,0.004
577.23774,11.551,0.004
577.23819,11.542,0.004
577.24286,11.553,0.004
577.24331,11.551,0.004
577.24375,11.557,0.004
577.24844,11.554,0.004
577.24889,11.543,0.004
577.24933,11.554,0.004
577.25402,11.554,0.004
577.25447,11.548,0.004
577.25491,11.553,0.004
577.25959,11.553,0.004
577.26004,11.545,0.004
577.26048,11.552,0.004
577.26455,11.465,0.002
577.26947,11.46,0.002
577.27064,11.543,0.004
577.27109,11.557,0.004
577.27155,11.544,0.004
577.2744,11.463,0.002
577.27623,11.54,0.004
577.27668,11.55,0.004
577.27712,11.545,0.004
577.27931,11.467,0.002
577.28182,11.548,0.004
577.28226,11.553,0.004
577.28271,11.549,0.004
577.28423,11.469,0.002
577.28913,11.464,0.002
577.29286,11.548,0.004
577.2933,11.549,0.004
577.29375,11.548,0.004
577.29404,11.464,0.002
577.29843,11.547,0.004
577.29887,11.554,0.004
577.29896,11.463,0.002
577.29932,11.556,0.004
577.30389,11.467,0.002
577.304,11.548,0.004
577.30445,11.55,0.004
577.3049,11.551,0.004
577.30797,11.478,0.02
577.3088,11.464,0.002
577.30959,11.55,0.004
577.31003,11.552,0.004
577.31048,11.547,0.004
577.31373,11.466,0.002
577.31517,11.556,0.004
577.31562,11.55,0.004
577.31607,11.551,0.004
577.31867,11.466,0.002
577.32075,11.549,0.004
577.32119,11.556,0.004
577.32164,11.544,0.004
577.3236,11.465,0.002
577.32632,11.549,0.004
577.32676,11.548,0.004
577.32721,11.55,0.004
577.32853,11.473,0.002
577.3319,11.545,0.004
577.33235,11.55,0.004
577.33279,11.549,0.004
577.33749,11.549,0.004
577.33793,11.546,0.004
577.33838,11.544,0.004
577.34306,11.552,0.004
577.3435,11.545,0.005
577.34395,11.54,0.004
577.36127,11.503,0.02
577.43062,11.497,0.02
577.91227,11.462,0.009
577.91246,11.441,0.009
578.17836,11.555,0.01
578.1796,11.56,0.01
579.31333,11.482,0.02
579.35695,11.444,0.02
579.39722,11.459,0.043
579.42696,11.515,0.02
579.87093,11.426,0.019
579.87165,11.424,0.021
579.87235,11.402,0.023
579.87305,11.427,0.024
579.87376,11.449,0.024
579.87445,11.462,0.025
579.87516,11.465,0.024
579.87586,11.452,0.022
579.87657,11.478,0.028
579.87726,11.431,0.025
579.87797,11.431,0.025
579.87868,11.425,0.022
579.87938,11.415,0.017
579.88008,11.462,0.014
579.88078,11.446,0.014
579.88149,11.452,0.014
579.8822,11.447,0.014
579.8829,11.429,0.014
579.8836,11.452,0.013
579.8843,11.438,0.012
579.88501,11.453,0.011
579.88571,11.42,0.013
579.88642,11.439,0.014
579.88711,11.424,0.016
579.88782,11.449,0.013
579.88853,11.439,0.013
579.88923,11.454,0.012
579.88993,11.438,0.012
579.89063,11.432,0.012
579.89134,11.446,0.011
579.89204,11.433,0.011
579.89274,11.407,0.012
579.89345,11.439,0.012
579.89415,11.432,0.012
579.89486,11.444,0.011
579.89556,11.447,0.012
579.89626,11.424,0.014
579.89696,11.455,0.012
579.89767,11.455,0.012
579.89838,11.439,0.012
579.89908,11.436,0.011
579.89978,11.442,0.012
579.90048,11.422,0.012
579.90119,11.445,0.011
579.90189,11.406,0.011
579.90259,11.436,0.01
579.90329,11.448,0.009
579.904,11.446,0.009
579.90471,11.436,0.009
579.90541,11.443,0.009
579.90611,11.444,0.008
579.90681,11.441,0.009
579.90752,11.436,0.009
579.90823,11.432,0.009
579.90892,11.442,0.008
579.90963,11.462,0.008
579.91033,11.442,0.008
579.91104,11.444,0.008
579.91174,11.442,0.008
579.91244,11.458,0.008
579.91314,11.443,0.008
579.91385,11.449,0.008
579.91456,11.451,0.007
579.91526,11.434,0.008
579.91596,11.449,0.007
579.91666,11.45,0.007
579.91737,11.44,0.008
579.91807,11.446,0.007
579.91878,11.44,0.007
579.91948,11.436,0.008
579.92018,11.437,0.008
579.92089,11.431,0.009
579.92159,11.431,0.009
579.9223,11.438,0.009
579.92301,11.443,0.009
579.9237,11.437,0.007
579.92441,11.442,0.008
579.92511,11.441,0.009
579.92582,11.437,0.008
579.92651,11.447,0.007
579.92722,11.436,0.007
579.92792,11.446,0.007
579.92863,11.439,0.008
579.92934,11.429,0.007
579.93003,11.451,0.007
579.93074,11.432,0.007
579.93144,11.439,0.007
579.93215,11.437,0.007
579.93285,11.437,0.007
579.93356,11.445,0.007
579.93427,11.431,0.007
579.93496,11.449,0.008
579.93567,11.435,0.008
579.93637,11.436,0.008
579.93708,11.437,0.007
579.93779,11.434,0.007
579.93849,11.434,0.007
579.9392,11.439,0.007
579.9399,11.437,0.007
579.9406,11.445,0.007
579.94132,11.429,0.007
579.94202,11.441,0.007
579.94273,11.436,0.007
579.94343,11.426,0.007
579.94414,11.44,0.007
579.94485,11.431,0.007
579.94554,11.44,0.007
579.94625,11.437,0.008
579.94695,11.454,0.008
579.94766,11.45,0.008
579.94836,11.445,0.008
579.94907,11.444,0.007
579.94976,11.437,0.008
579.95047,11.427,0.008
579.95118,11.443,0.009
579.95188,11.442,0.009
579.95259,11.434,0.008
579.95329,11.442,0.008
579.954,11.446,0.008
579.9547,11.422,0.008
580.30825,11.49,0.02
580.31306,11.479,0.049
580.36174,11.479,0.02
580.43095,11.523,0.02
581.05533,11.464,0.037
581.24013,11.552,0.002
581.3087,11.484,0.02
581.3523,11.493,0.02
581.42202,11.508,0.02
582.06709,11.477,0.035
582.29367,11.495,0.058
583.06345,11.47,0.04
583.30825,11.507,0.02
583.35163,11.504,0.02
583.42077,11.496,0.02
584.05552,11.453,0.054
584.30909,11.508,0.02
584.35276,11.498,0.02
584.42262,11.507,0.02
585.30019,11.481,0.02
585.3456,11.457,0.02
585.41878,11.456,0.02
586.93307,11.445,0.008
586.93327,11.451,0.007
587.05505,11.46,0.041
587.901,11.436,0.01
587.90169,11.464,0.009
588.16853,11.47,0.029
588.1805,11.481,0.029
588.19248,11.483,0.028
588.20445,11.487,0.03
588.21641,11.479,0.029
588.22838,11.481,0.03
588.24037,11.484,0.029
590.06607,11.113,0.002
590.26137,11.536,0.004
590.26182,11.543,0.004
590.26226,11.543,0.004
590.26692,11.542,0.004
590.26737,11.547,0.004
590.26781,11.544,0.004
590.26825,11.559,0.003
590.27247,11.549,0.004
590.27291,11.55,0.004
590.27336,11.547,0.004
590.27803,11.533,0.004
590.27847,11.546,0.004
590.27892,11.551,0.004
590.28357,11.538,0.004
590.28402,11.532,0.004
590.28446,11.549,0.004
590.28913,11.547,0.004
590.28958,11.551,0.004
590.29002,11.539,0.004
590.29469,11.546,0.004
590.29513,11.545,0.004
590.29558,11.536,0.004
590.30025,11.544,0.004
590.3007,11.537,0.004
590.30114,11.549,0.004
590.30581,11.533,0.004
590.30626,11.536,0.004
590.3067,11.543,0.004
590.31137,11.542,0.004
590.31181,11.541,0.004
590.31226,11.543,0.004
590.31694,11.54,0.004
590.31738,11.543,0.004
590.31783,11.547,0.004
590.32251,11.543,0.004
590.32296,11.551,0.004
590.32341,11.549,0.004
590.32808,11.544,0.004
590.32853,11.543,0.004
590.32898,11.542,0.004
590.33366,11.539,0.004
590.3341,11.547,0.004
590.33454,11.548,0.004
590.33922,11.54,0.004
590.33967,11.543,0.004
590.34011,11.547,0.004
590.34479,11.545,0.005
590.34524,11.544,0.005
590.34568,11.547,0.005
590.35036,11.538,0.007
590.35081,11.548,0.007
590.35125,11.542,0.008
590.35594,11.515,0.014
590.35639,11.557,0.015
592.14913,11.494,0.03
592.16115,11.484,0.029
592.17309,11.483,0.03
592.18511,11.492,0.029
592.19712,11.483,0.029
592.20912,11.487,0.03
592.22111,11.49,0.031
592.23305,11.484,0.029
592.24508,11.478,0.028
593.14295,11.487,0.03
593.15491,11.492,0.03
593.16687,11.492,0.03
595.10286,11.56,0.007
596.10087,11.56,0.006
596.88989,11.455,0.013
596.89059,11.434,0.012
598.1017,11.57,0.004
598.26779,11.444,0.02
598.31118,11.439,0.02
598.38041,11.463,0.02
598.44964,11.486,0.02
598.95251,11.455,0.008
598.95271,11.437,0.009
599.12808,11.564,0.019
600.07702,11.573,0.005
600.07747,11.555,0.005
600.07793,11.559,0.005
600.08263,11.557,0.005
600.08308,11.559,0.005
600.08352,11.55,0.005
600.08823,11.556,0.005
600.08868,11.541,0.005
600.08913,11.556,0.005
600.09384,11.554,0.005
600.09429,11.551,0.005
600.09474,11.547,0.005
600.09943,11.559,0.005
600.0999,11.568,0.005
600.10034,11.552,0.005
600.10503,11.549,0.005
600.10548,11.563,0.005
600.10593,11.561,0.005
600.11061,11.544,0.005
600.11105,11.566,0.005
600.1115,11.559,0.005
600.11619,11.561,0.005
600.11664,11.56,0.005
600.11708,11.557,0.005
600.12179,11.55,0.005
600.12224,11.564,0.005
600.12269,11.566,0.005
600.12739,11.562,0.005
600.12783,11.555,0.005
600.12827,11.551,0.005
600.13297,11.569,0.005
600.13341,11.555,0.005
600.13386,11.559,0.005
600.13859,11.57,0.005
600.13904,11.549,0.005
600.13949,11.561,0.005
600.14418,11.562,0.005
600.14463,11.558,0.005
600.14508,11.546,0.005
600.14978,11.546,0.005
600.15023,11.561,0.005
600.15068,11.564,0.005
600.15536,11.549,0.005
600.15581,11.561,0.005
600.15626,11.559,0.005
600.2538,11.494,0.02
600.30747,11.503,0.02
600.37737,11.515,0.02
600.44722,11.496,0.02
600.91122,11.469,0.008
600.91192,11.462,0.008
601.26437,11.482,0.02
601.30809,11.491,0.02
601.37796,11.512,0.02
601.44779,11.502,0.02
601.90614,11.426,0.01
601.90684,11.42,0.009
601.90754,11.465,0.01
601.90824,11.446,0.01
601.90894,11.441,0.009
601.90964,11.439,0.01
601.91034,11.439,0.009
601.91104,11.458,0.009
601.91174,11.445,0.009
601.91244,11.434,0.01
601.91314,11.448,0.01
601.91384,11.442,0.009
601.91454,11.454,0.01
601.91524,11.447,0.009
601.91594,11.444,0.01
601.91665,11.446,0.01
601.91734,11.439,0.009
601.91803,11.44,0.01
601.91874,11.45,0.009
601.91943,11.455,0.011
601.92014,11.442,0.01
601.92084,11.44,0.012
601.92154,11.457,0.01
601.92224,11.463,0.01
601.92294,11.453,0.01
601.92364,11.434,0.011
601.92434,11.465,0.012
601.92504,11.436,0.011
601.92574,11.445,0.011
601.92644,11.43,0.011
601.92714,11.452,0.011
601.92784,11.442,0.011
601.92854,11.453,0.011
601.92924,11.45,0.009
601.92994,11.469,0.01
601.93064,11.457,0.01
601.93134,11.468,0.009
601.93204,11.442,0.009
601.93274,11.435,0.008
601.93344,11.452,0.008
601.93415,11.451,0.008
601.93484,11.448,0.008
601.93555,11.449,0.008
601.93624,11.445,0.008
601.93695,11.457,0.008
601.93764,11.455,0.008
601.93834,11.447,0.009
601.93904,11.442,0.01
601.93974,11.474,0.01
601.94044,11.435,0.01
601.94114,11.448,0.01
601.94184,11.467,0.01
601.94254,11.423,0.011
601.94324,11.449,0.012
601.94394,11.462,0.011
601.94464,11.459,0.01
601.94535,11.442,0.009
601.94604,11.452,0.009
601.94675,11.437,0.013
601.94744,11.464,0.016
601.94814,11.456,0.008
601.94884,11.439,0.008
601.94955,11.442,0.008
601.95024,11.446,0.009
601.95095,11.444,0.009
